From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
ENSG00000102934	H3BN27	unreviewed	H3BN27_HUMAN	Plasmolipin	PLLP	Homo sapiens (Human)	124
ENSG00000102934	J3QLJ3	unreviewed	J3QLJ3_HUMAN	Plasmolipin	PLLP	Homo sapiens (Human)	91
ENSG00000103154	Q7Z6G3	reviewed	NECA2_HUMAN	N-terminal EF-hand calcium-binding protein 2 (EF-hand calcium-binding protein 2) (Neuronal calcium-binding protein 2) (Synaptotagmin-interacting protein 2) (Stip-2)	NECAB2 EFCBP2	Homo sapiens (Human)	386
ENSG00000103154	H3BPH6	unreviewed	H3BPH6_HUMAN	N-terminal EF-hand calcium binding protein 2	NECAB2	Homo sapiens (Human)	183
ENSG00000103154	H3BQC7	unreviewed	H3BQC7_HUMAN	N-terminal EF-hand calcium binding protein 2	NECAB2	Homo sapiens (Human)	62
ENSG00000103316	Q14894	reviewed	CRYM_HUMAN	Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein)	CRYM THBP	Homo sapiens (Human)	314
ENSG00000103316	I3L2W5	unreviewed	I3L2W5_HUMAN	Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein)	CRYM	Homo sapiens (Human)	165
ENSG00000103316	I3L325	unreviewed	I3L325_HUMAN	Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein)	CRYM	Homo sapiens (Human)	241
ENSG00000103316	I3L3J9	unreviewed	I3L3J9_HUMAN	Crystallin mu	CRYM	Homo sapiens (Human)	25
ENSG00000103316	I3L3Y1	unreviewed	I3L3Y1_HUMAN	Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein)	CRYM	Homo sapiens (Human)	97
ENSG00000103316	I3NI53	unreviewed	I3NI53_HUMAN	Ketimine reductase mu-crystallin (EC 1.5.1.25) (NADP-regulated thyroid-hormone-binding protein)	CRYM	Homo sapiens (Human)	140
ENSG00000103404	Q70CQ4	reviewed	UBP31_HUMAN	Ubiquitin carboxyl-terminal hydrolase 31 (EC 3.4.19.12) (Deubiquitinating enzyme 31) (Ubiquitin thioesterase 31) (Ubiquitin-specific-processing protease 31)	USP31 KIAA1203	Homo sapiens (Human)	1352
ENSG00000103404	A0A087WXV9	unreviewed	A0A087WXV9_HUMAN	Ubiquitin specific peptidase 31	USP31	Homo sapiens (Human)	266
ENSG00000103404	I3L4X5	unreviewed	I3L4X5_HUMAN	Ubiquitin specific peptidase 31	USP31	Homo sapiens (Human)	645
ENSG00000104112	Q8WXD2	reviewed	SCG3_HUMAN	Secretogranin-3 (Secretogranin III) (SgIII)	SCG3 UNQ2502/PRO5990	Homo sapiens (Human)	468
ENSG00000104112	H0YKC2	unreviewed	H0YKC2_HUMAN	Secretogranin-3 (Secretogranin III)	SCG3	Homo sapiens (Human)	57
ENSG00000104327	P05937	reviewed	CALB1_HUMAN	Calbindin (Calbindin D28) (D-28K) (Vitamin D-dependent calcium-binding protein, avian-type)	CALB1 CAB27	Homo sapiens (Human)	261
ENSG00000104327	E5RG14	unreviewed	E5RG14_HUMAN	Calbindin	CALB1	Homo sapiens (Human)	102
ENSG00000104327	E5RIZ8	unreviewed	E5RIZ8_HUMAN	Calbindin	CALB1	Homo sapiens (Human)	119
ENSG00000104369	Q9HDC5	reviewed	JPH1_HUMAN	Junctophilin-1 (JP-1) (Junctophilin type 1)	JPH1 JP1	Homo sapiens (Human)	661
ENSG00000104369	E5RHU9	unreviewed	E5RHU9_HUMAN	Junctophilin 1	JPH1	Homo sapiens (Human)	79
ENSG00000104381	Q8TB36	reviewed	GDAP1_HUMAN	Ganglioside-induced differentiation-associated protein 1 (GDAP1)	GDAP1	Homo sapiens (Human)	358
ENSG00000104381	A0A6Q8PEX8	unreviewed	A0A6Q8PEX8_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	274
ENSG00000104381	A0A6Q8PEZ4	unreviewed	A0A6Q8PEZ4_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	300
ENSG00000104381	A0A6Q8PF20	unreviewed	A0A6Q8PF20_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	61
ENSG00000104381	A0A6Q8PFF4	unreviewed	A0A6Q8PFF4_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	226
ENSG00000104381	A0A6Q8PFG4	unreviewed	A0A6Q8PFG4_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	342
ENSG00000104381	A0A6Q8PFP5	unreviewed	A0A6Q8PFP5_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	39
ENSG00000104381	A0A6Q8PFU1	unreviewed	A0A6Q8PFU1_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	48
ENSG00000104381	A0A6Q8PFX7	unreviewed	A0A6Q8PFX7_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	82
ENSG00000104381	A0A6Q8PFZ0	unreviewed	A0A6Q8PFZ0_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	44
ENSG00000104381	A0A6Q8PG78	unreviewed	A0A6Q8PG78_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	64
ENSG00000104381	A0A6Q8PGB8	unreviewed	A0A6Q8PGB8_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	87
ENSG00000104381	A0A6Q8PGL3	unreviewed	A0A6Q8PGL3_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	380
ENSG00000104381	A0A6Q8PGQ9	unreviewed	A0A6Q8PGQ9_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	125
ENSG00000104381	A0A6Q8PGS2	unreviewed	A0A6Q8PGS2_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	384
ENSG00000104381	A0A6Q8PGU0	unreviewed	A0A6Q8PGU0_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	256
ENSG00000104381	A0A6Q8PH79	unreviewed	A0A6Q8PH79_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	357
ENSG00000104381	A0A6Q8PH88	unreviewed	A0A6Q8PH88_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	295
ENSG00000104381	A0A6Q8PH97	unreviewed	A0A6Q8PH97_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	263
ENSG00000104381	A0A6Q8PHC1	unreviewed	A0A6Q8PHC1_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	244
ENSG00000104381	A0A6Q8PHN7	unreviewed	A0A6Q8PHN7_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	307
ENSG00000104381	A0A7I2RYU0	unreviewed	A0A7I2RYU0_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	314
ENSG00000104381	B4DIH2	unreviewed	B4DIH2_HUMAN	Ganglioside induced differentiation associated protein 1 (cDNA FLJ60563, highly similar to Ganglioside-induceddifferentiation-associated protein 1)	GDAP1	Homo sapiens (Human)	249
ENSG00000104381	E5RGI2	unreviewed	E5RGI2_HUMAN	Ganglioside induced differentiation associated protein 1	GDAP1	Homo sapiens (Human)	60
ENSG00000104450	Q07617	reviewed	SPAG1_HUMAN	Sperm-associated antigen 1 (HSD-3.8) (Infertility-related sperm protein Spag-1)	SPAG1	Homo sapiens (Human)	926
ENSG00000104722	P07197	reviewed	NFM_HUMAN	Neurofilament medium polypeptide (NF-M) (160 kDa neurofilament protein) (Neurofilament 3) (Neurofilament triplet M protein)	NEFM NEF3 NFM	Homo sapiens (Human)	916
ENSG00000104722	E7EMV2	unreviewed	E7EMV2_HUMAN	Neurofilament medium polypeptide (160 kDa neurofilament protein) (Neurofilament 3) (Neurofilament triplet M protein)	NEFM	Homo sapiens (Human)	698
ENSG00000104722	E7ESP9	unreviewed	E7ESP9_HUMAN	Neurofilament medium polypeptide (160 kDa neurofilament protein) (Neurofilament 3) (Neurofilament triplet M protein)	NEFM	Homo sapiens (Human)	877
ENSG00000104723	Q13454	reviewed	TUSC3_HUMAN	Tumor suppressor candidate 3 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit TUSC3) (Oligosaccharyl transferase subunit TUSC3) (Magnesium uptake/transporter TUSC3) (Protein N33)	TUSC3 N33	Homo sapiens (Human)	348
ENSG00000104723	A0A0A0MTC2	unreviewed	A0A0A0MTC2_HUMAN	Tumor suppressor candidate 3	TUSC3	Homo sapiens (Human)	302
ENSG00000104723	D6RA37	unreviewed	D6RA37_HUMAN	Tumor suppressor candidate 3	TUSC3	Homo sapiens (Human)	289
ENSG00000104723	D6RDV0	unreviewed	D6RDV0_HUMAN	Tumor suppressor candidate 3	TUSC3	Homo sapiens (Human)	276
ENSG00000104723	D6RIY7	unreviewed	D6RIY7_HUMAN	Tumor suppressor candidate 3	TUSC3	Homo sapiens (Human)	314
ENSG00000104755	Q99965	reviewed	ADAM2_HUMAN	Disintegrin and metalloproteinase domain-containing protein 2 (ADAM 2) (Cancer/testis antigen 15) (CT15) (Fertilin subunit beta) (PH-30) (PH30) (PH30-beta)	ADAM2 FTNB	Homo sapiens (Human)	735
ENSG00000104755	B4DWY7	unreviewed	B4DWY7_HUMAN	Disintegrin and metalloproteinase domain-containing protein 2 (Fertilin subunit beta) (PH-30) (PH30-beta)	ADAM2	Homo sapiens (Human)	672
ENSG00000104755	Q6P2G0	unreviewed	Q6P2G0_HUMAN	Disintegrin and metalloproteinase domain-containing protein 2 (Fertilin subunit beta) (PH-30) (PH30-beta)	ADAM2 hCG_38684	Homo sapiens (Human)	579
ENSG00000104814	Q92918	reviewed	M4K1_HUMAN	Mitogen-activated protein kinase kinase kinase kinase 1 (EC 2.7.11.1) (Hematopoietic progenitor kinase) (MAPK/ERK kinase kinase kinase 1) (MEK kinase kinase 1) (MEKKK 1)	MAP4K1 HPK1	Homo sapiens (Human)	833
ENSG00000104814	K7EJS6	unreviewed	K7EJS6_HUMAN	Mitogen-activated protein kinase kinase kinase kinase 1	MAP4K1	Homo sapiens (Human)	525
ENSG00000104814	K7EKT6	unreviewed	K7EKT6_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	MAP4K1	Homo sapiens (Human)	395
ENSG00000104814	K7ER95	unreviewed	K7ER95_HUMAN	Mitogen-activated protein kinase kinase kinase kinase 1 (EC 2.7.11.1)	MAP4K1	Homo sapiens (Human)	817
ENSG00000104814	K7ERT2	unreviewed	K7ERT2_HUMAN	non-specific serine/threonine protein kinase (EC 2.7.11.1)	MAP4K1	Homo sapiens (Human)	69
ENSG00000104866	O75864	reviewed	PPR37_HUMAN	Protein phosphatase 1 regulatory subunit 37 (Leucine-rich repeat-containing protein 68)	PPP1R37 KIAA1986 LRRC68	Homo sapiens (Human)	691
ENSG00000104866	F5H3P7	unreviewed	F5H3P7_HUMAN	Protein phosphatase 1 regulatory subunit 37	PPP1R37	Homo sapiens (Human)	186
ENSG00000104879	P06732	reviewed	KCRM_HUMAN	Creatine kinase M-type (EC 2.7.3.2) (Creatine kinase M chain) (Creatine phosphokinase M-type) (CPK-M) (M-CK)	CKM CKMM	Homo sapiens (Human)	381
ENSG00000104888	Q9P2U7	reviewed	VGLU1_HUMAN	Vesicular glutamate transporter 1 (VGluT1) (Brain-specific Na(+)-dependent inorganic phosphate cotransporter) (Solute carrier family 17 member 7)	SLC17A7 BNPI VGLUT1	Homo sapiens (Human)	560
ENSG00000104888	M0R1S5	unreviewed	M0R1S5_HUMAN	Vesicular glutamate transporter 1 (Solute carrier family 17 member 7)	SLC17A7	Homo sapiens (Human)	116
ENSG00000104892	Q6P597	reviewed	KLC3_HUMAN	Kinesin light chain 3 (KLC2-like) (kinesin light chain 2)	KLC3 KLC2 KLC2L	Homo sapiens (Human)	504
ENSG00000104892	K7EL76	unreviewed	K7EL76_HUMAN	Kinesin light chain	KLC3	Homo sapiens (Human)	396
ENSG00000104892	K7ELP9	unreviewed	K7ELP9_HUMAN	Kinesin light chain 3	KLC3	Homo sapiens (Human)	157
ENSG00000104892	K7ENJ3	unreviewed	K7ENJ3_HUMAN	Kinesin light chain	KLC3	Homo sapiens (Human)	297
ENSG00000104938	Q9H2X3	reviewed	CLC4M_HUMAN	C-type lectin domain family 4 member M (CD209 antigen-like protein 1) (DC-SIGN-related protein) (DC-SIGNR) (Dendritic cell-specific ICAM-3-grabbing non-integrin 2) (DC-SIGN2) (Liver/lymph node-specific ICAM-3-grabbing non-integrin) (L-SIGN) (CD antigen CD299)	CLEC4M CD209L CD209L1 CD299	Homo sapiens (Human)	399
ENSG00000104938	A0A7P0MMK7	unreviewed	A0A7P0MMK7_HUMAN	C-type lectin domain family 4 member M	CLEC4M	Homo sapiens (Human)	371
ENSG00000104938	E7ENS9	unreviewed	E7ENS9_HUMAN	C-type lectin domain family 4 member M	CLEC4M	Homo sapiens (Human)	371
ENSG00000104957	P13994	reviewed	YJU2B_HUMAN	Probable splicing factor YJU2B (Coiled-coil domain-containing protein 130)	YJU2B CCDC130 SB115	Homo sapiens (Human)	396
ENSG00000104957	K7EJZ6	unreviewed	K7EJZ6_HUMAN	Probable splicing factor YJU2B (Coiled-coil domain-containing protein 130)	YJU2B	Homo sapiens (Human)	190
ENSG00000104957	K7ELI4	unreviewed	K7ELI4_HUMAN	Probable splicing factor YJU2B (Coiled-coil domain-containing protein 130)	YJU2B	Homo sapiens (Human)	237
ENSG00000104957	K7EP29	unreviewed	K7EP29_HUMAN	YJU2 splicing factor homolog B	YJU2B	Homo sapiens (Human)	60
ENSG00000104957	K7ES43	unreviewed	K7ES43_HUMAN	Probable splicing factor YJU2B (Coiled-coil domain-containing protein 130)	YJU2B	Homo sapiens (Human)	102
ENSG00000105088	O95897	reviewed	NOE2_HUMAN	Noelin-2 (Olfactomedin-2)	OLFM2 NOE2	Homo sapiens (Human)	454
ENSG00000105088	K7EIS8	unreviewed	K7EIS8_HUMAN	Olfactomedin 2	OLFM2	Homo sapiens (Human)	376
ENSG00000105088	K7EKW2	unreviewed	K7EKW2_HUMAN	Olfactomedin 2	OLFM2	Homo sapiens (Human)	478
ENSG00000105088	K7ELC6	unreviewed	K7ELC6_HUMAN	Olfactomedin 2	OLFM2	Homo sapiens (Human)	78
ENSG00000105137	Q6ZW31	reviewed	SYDE1_HUMAN	Rho GTPase-activating protein SYDE1 (Synapse defective protein 1 homolog 1) (Protein syd-1 homolog 1)	SYDE1	Homo sapiens (Human)	735
ENSG00000105137	M0QXZ8	unreviewed	M0QXZ8_HUMAN	Synapse defective 1, Rho GTPase, homolog 1 (C. elegans), isoform CRA_a (Synapse defective Rho GTPase homolog 1)	SYDE1 hCG_38601	Homo sapiens (Human)	392
ENSG00000105137	M0R101	unreviewed	M0R101_HUMAN	Synapse defective Rho GTPase homolog 1	SYDE1	Homo sapiens (Human)	190
ENSG00000105137	M0R3D3	unreviewed	M0R3D3_HUMAN	Synapse defective Rho GTPase homolog 1	SYDE1	Homo sapiens (Human)	170
ENSG00000105141	P31944	reviewed	CASPE_HUMAN	Caspase-14 (CASP-14) (EC 3.4.22.-) [Cleaved into: Caspase-14 subunit p17, mature form; Caspase-14 subunit p10, mature form; Caspase-14 subunit p20, intermediate form; Caspase-14 subunit p8, intermediate form]	CASP14	Homo sapiens (Human)	242
ENSG00000105270	Q96DZ5	reviewed	CLIP3_HUMAN	CAP-Gly domain-containing linker protein 3 (Cytoplasmic linker protein 170-related 59 kDa protein) (CLIP-170-related 59 kDa protein) (CLIPR-59)	CLIP3 CLIPR59	Homo sapiens (Human)	547
ENSG00000105270	K7ESF3	unreviewed	K7ESF3_HUMAN	CAP-Gly domain containing linker protein 3	CLIP3	Homo sapiens (Human)	133
ENSG00000105290	P51693	reviewed	APLP1_HUMAN	Amyloid beta precursor like protein 1 (Amyloid beta (A4) precursor-like protein 1) (Amyloid-like protein 1) (APLP) (APLP-1) [Cleaved into: C30]	APLP1	Homo sapiens (Human)	650
ENSG00000105290	B7Z4G8	unreviewed	B7Z4G8_HUMAN	Amyloid beta precursor like protein 1 (cDNA FLJ56046, highly similar to Amyloid-like protein 1 (APLP)(APLP-1))	APLP1	Homo sapiens (Human)	644
ENSG00000105290	F5GZ08	unreviewed	F5GZ08_HUMAN	Amyloid beta precursor like protein 1	APLP1	Homo sapiens (Human)	611
ENSG00000105290	K7ELK0	unreviewed	K7ELK0_HUMAN	Amyloid beta precursor like protein 1	APLP1	Homo sapiens (Human)	173
ENSG00000105290	K7EMN4	unreviewed	K7EMN4_HUMAN	Amyloid beta precursor like protein 1	APLP1	Homo sapiens (Human)	221
ENSG00000105290	K7EMS1	unreviewed	K7EMS1_HUMAN	Amyloid beta precursor like protein 1	APLP1	Homo sapiens (Human)	118
ENSG00000105290	K7EQJ4	unreviewed	K7EQJ4_HUMAN	Amyloid beta precursor like protein 1	APLP1	Homo sapiens (Human)	294
ENSG00000105290	S4R3U6	unreviewed	S4R3U6_HUMAN	Amyloid beta precursor like protein 1	APLP1	Homo sapiens (Human)	289
ENSG00000105369	P11912	reviewed	CD79A_HUMAN	B-cell antigen receptor complex-associated protein alpha chain (Ig-alpha) (MB-1 membrane glycoprotein) (Membrane-bound immunoglobulin-associated protein) (Surface IgM-associated protein) (CD antigen CD79a)	CD79A IGA MB1	Homo sapiens (Human)	226
ENSG00000105369	M0QX61	unreviewed	M0QX61_HUMAN	CD79a molecule	CD79A	Homo sapiens (Human)	272
ENSG00000105376	Q9UMF0	reviewed	ICAM5_HUMAN	Intercellular adhesion molecule 5 (ICAM-5) (Telencephalin)	ICAM5 TLCN TLN	Homo sapiens (Human)	924
ENSG00000105376	A0A9L9PXE8	unreviewed	A0A9L9PXE8_HUMAN	Intercellular adhesion molecule 5	ICAM5	Homo sapiens (Human)	799
ENSG00000105429	Q7Z7M0	reviewed	MEGF8_HUMAN	Multiple epidermal growth factor-like domains protein 8 (Multiple EGF-like domains protein 8) (Epidermal growth factor-like protein 4) (EGF-like protein 4)	MEGF8 C19orf49 EGFL4 KIAA0817	Homo sapiens (Human)	2845
ENSG00000105429	F5GZG7	unreviewed	F5GZG7_HUMAN	Multiple EGF like domains 8	MEGF8	Homo sapiens (Human)	439
ENSG00000105429	M0QZL2	unreviewed	M0QZL2_HUMAN	Multiple EGF like domains 8	MEGF8	Homo sapiens (Human)	178
ENSG00000105429	M0R0Q0	unreviewed	M0R0Q0_HUMAN	Multiple EGF like domains 8	MEGF8	Homo sapiens (Human)	70
ENSG00000105472	Q9Y240	reviewed	CLC11_HUMAN	C-type lectin domain family 11 member A (C-type lectin superfamily member 3) (Lymphocyte secreted C-type lectin) (Osteolectin) (Stem cell growth factor) (p47)	CLEC11A CLECSF3 LSLCL SCGF	Homo sapiens (Human)	323
ENSG00000105472	M0R081	unreviewed	M0R081_HUMAN	C-type lectin domain containing 11A	CLEC11A	Homo sapiens (Human)	317
ENSG00000105499	Q9UP65	reviewed	PA24C_HUMAN	Cytosolic phospholipase A2 gamma (cPLA2-gamma) (EC 3.1.1.4) (Cytosolic lysophospholipase) (EC 3.1.1.5) (Cytosolic lysophospholipid O-acyltransferase) (EC 2.3.1.-) (Phospholipase A2 group IVC)	PLA2G4C	Homo sapiens (Human)	541
ENSG00000105499	M0QX83	unreviewed	M0QX83_HUMAN	Phospholipase A2 group IVC	PLA2G4C	Homo sapiens (Human)	43
ENSG00000105499	M0QY18	unreviewed	M0QY18_HUMAN	Phospholipase A2 group IVC	PLA2G4C	Homo sapiens (Human)	130
ENSG00000105499	M0QZB1	unreviewed	M0QZB1_HUMAN	Phospholipase A2 group IVC	PLA2G4C	Homo sapiens (Human)	213
ENSG00000105499	M0R0F6	unreviewed	M0R0F6_HUMAN	Phospholipase A2 group IVC	PLA2G4C	Homo sapiens (Human)	39
ENSG00000105499	M0R0M8	unreviewed	M0R0M8_HUMAN	Phospholipase A2 group IVC	PLA2G4C	Homo sapiens (Human)	36
ENSG00000105499	M0R1B4	unreviewed	M0R1B4_HUMAN	Phospholipase A2 group IVC	PLA2G4C	Homo sapiens (Human)	47
ENSG00000105499	M0R339	unreviewed	M0R339_HUMAN	Phospholipase A2 group IVC	PLA2G4C	Homo sapiens (Human)	193
ENSG00000105499	M0R3I9	unreviewed	M0R3I9_HUMAN	Phospholipase A2 group IVC	PLA2G4C	Homo sapiens (Human)	34
ENSG00000105641	Q92911	reviewed	SC5A5_HUMAN	Sodium/iodide cotransporter (Na(+)/I(-) cotransporter) (Natrium iodide transporter) (Sodium-iodide symporter) (Na(+)/I(-) symporter) (Solute carrier family 5 member 5)	SLC5A5 NIS	Homo sapiens (Human)	643
ENSG00000105649	P20336	reviewed	RAB3A_HUMAN	Ras-related protein Rab-3A	RAB3A	Homo sapiens (Human)	220
ENSG00000105649	M0R257	unreviewed	M0R257_HUMAN	Ras-related protein Rab-3A	RAB3A	Homo sapiens (Human)	115
ENSG00000105649	S4R3Q3	unreviewed	S4R3Q3_HUMAN	RAB3A, member RAS oncogene family	RAB3A	Homo sapiens (Human)	125
ENSG00000105679	O14556	reviewed	G3PT_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific (EC 1.2.1.12) (Spermatogenic cell-specific glyceraldehyde 3-phosphate dehydrogenase 2) (GAPDH-2) (Spermatogenic glyceraldehyde-3-phosphate dehydrogenase)	GAPDHS GAPD2 GAPDH2 GAPDS HSD-35 HSD35	Homo sapiens (Human)	408
ENSG00000105679	K7EMB2	unreviewed	K7EMB2_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase, spermatogenic	GAPDHS	Homo sapiens (Human)	44
ENSG00000105679	K7EP73	unreviewed	K7EP73_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase, testis-specific (EC 1.2.1.12) (Spermatogenic glyceraldehyde-3-phosphate dehydrogenase)	GAPDHS	Homo sapiens (Human)	179
ENSG00000105695	P20916	reviewed	MAG_HUMAN	Myelin-associated glycoprotein (Siglec-4a)	MAG GMA	Homo sapiens (Human)	626
ENSG00000105695	M0QZU4	unreviewed	M0QZU4_HUMAN	Myelin associated glycoprotein	MAG	Homo sapiens (Human)	131
ENSG00000105695	M0R3B9	unreviewed	M0R3B9_HUMAN	Myelin associated glycoprotein	MAG	Homo sapiens (Human)	158
ENSG00000105695	M0R3I4	unreviewed	M0R3I4_HUMAN	Myelin associated glycoprotein	MAG	Homo sapiens (Human)	58
ENSG00000105711	Q07699	reviewed	SCN1B_HUMAN	Sodium channel subunit beta-1	SCN1B	Homo sapiens (Human)	218
ENSG00000105711	A0A1W2PR05	unreviewed	A0A1W2PR05_HUMAN	Sodium channel subunit beta-1	SCN1B	Homo sapiens (Human)	185
ENSG00000105711	A0A1W2PS68	unreviewed	A0A1W2PS68_HUMAN	Sodium channel subunit beta-1	SCN1B	Homo sapiens (Human)	235
ENSG00000105711	A0A6Q8PGS1	unreviewed	A0A6Q8PGS1_HUMAN	Sodium channel subunit beta-1	SCN1B	Homo sapiens (Human)	227
ENSG00000105711	A0A6Q8PHF7	unreviewed	A0A6Q8PHF7_HUMAN	Sodium channel subunit beta-1	SCN1B	Homo sapiens (Human)	166
ENSG00000105711	B4DI92	unreviewed	B4DI92_HUMAN	Sodium voltage-gated channel beta subunit 1 (cDNA FLJ55064, moderately similar to Sodium channel beta-1 subunit)	SCN1B	Homo sapiens (Human)	147
ENSG00000105767	Q8NFZ8	reviewed	CADM4_HUMAN	Cell adhesion molecule 4 (Immunoglobulin superfamily member 4C) (IgSF4C) (Nectin-like protein 4) (NECL-4) (TSLC1-like protein 2)	CADM4 IGSF4C NECL4 TSLL2	Homo sapiens (Human)	388
ENSG00000105849	Q3B726	reviewed	RPA43_HUMAN	DNA-directed RNA polymerase I subunit RPA43 (DNA-directed RNA polymerase I subunit F) (Twist neighbor protein)	POLR1F TWISTNB	Homo sapiens (Human)	338
ENSG00000105852	Q15166	reviewed	PON3_HUMAN	Serum paraoxonase/lactonase 3 (EC 3.1.1.2) (EC 3.1.1.81) (EC 3.1.8.1)	PON3	Homo sapiens (Human)	354
ENSG00000105852	C9JZ99	unreviewed	C9JZ99_HUMAN	Paraoxonase (EC 3.1.1.2)	PON3	Homo sapiens (Human)	245
ENSG00000105852	F2Z2L3	unreviewed	F2Z2L3_HUMAN	Paraoxonase 3	PON3	Homo sapiens (Human)	46
ENSG00000105852	F8WBV4	unreviewed	F8WBV4_HUMAN	Paraoxonase 3	PON3	Homo sapiens (Human)	61
ENSG00000105852	F8WD41	unreviewed	F8WD41_HUMAN	Paraoxonase (EC 3.1.1.2)	PON3	Homo sapiens (Human)	270
ENSG00000105855	P26012	reviewed	ITB8_HUMAN	Integrin beta-8	ITGB8	Homo sapiens (Human)	769
ENSG00000106069	P52757	reviewed	CHIO_HUMAN	Beta-chimaerin (Beta-chimerin) (Rho GTPase-activating protein 3)	CHN2 ARHGAP3 BCH	Homo sapiens (Human)	468
ENSG00000106069	A0A994J535	unreviewed	A0A994J535_HUMAN	Chimerin 2	CHN2	Homo sapiens (Human)	154
ENSG00000106069	A0A994J5D1	unreviewed	A0A994J5D1_HUMAN	Chimerin 2	CHN2	Homo sapiens (Human)	48
ENSG00000106069	A0A994J5D6	unreviewed	A0A994J5D6_HUMAN	Chimerin 2	CHN2	Homo sapiens (Human)	35
ENSG00000106069	A0A994J5R0	unreviewed	A0A994J5R0_HUMAN	Chimerin 2	CHN2	Homo sapiens (Human)	410
ENSG00000106069	A0A994J7L4	unreviewed	A0A994J7L4_HUMAN	Chimaerin (Chimerin)	CHN2	Homo sapiens (Human)	494
ENSG00000106069	A0A994J7Z1	unreviewed	A0A994J7Z1_HUMAN	Chimerin 2	CHN2	Homo sapiens (Human)	73
ENSG00000106069	A0A994J7Z5	unreviewed	A0A994J7Z5_HUMAN	Chimerin 2	CHN2	Homo sapiens (Human)	243
ENSG00000106069	B3VCF4	unreviewed	B3VCF4_HUMAN	Beta chimaerin isoform B1-CHNdel ex9,11 (Chimerin 2)	CHN2	Homo sapiens (Human)	228
ENSG00000106069	B3VCF5	unreviewed	B3VCF5_HUMAN	Beta chimaerin isoform B1-CHNdel ex10-11 (Chimerin 2)	CHN2	Homo sapiens (Human)	260
ENSG00000106069	B3VCF6	unreviewed	B3VCF6_HUMAN	Beta chimaerin isoform B1-CHNdel ex11-12 (Chimerin 2)	CHN2	Homo sapiens (Human)	197
ENSG00000106069	B7Z1V0	unreviewed	B7Z1V0_HUMAN	Chimaerin (Chimerin)	CHN2	Homo sapiens (Human)	481
ENSG00000106069	H7C0V3	unreviewed	H7C0V3_HUMAN	Chimaerin (Chimerin)	CHN2	Homo sapiens (Human)	442
ENSG00000106069	H7C138	unreviewed	H7C138_HUMAN	Chimerin 2	CHN2	Homo sapiens (Human)	91
ENSG00000106258	P20815	reviewed	CP3A5_HUMAN	Cytochrome P450 3A5 (EC 1.14.14.1) (CYPIIIA5) (Cytochrome P450-PCN3)	CYP3A5	Homo sapiens (Human)	502
ENSG00000106258	Q7Z3N0	unreviewed	Q7Z3N0_HUMAN	Cytochrome P450 family 3 subfamily A member 5 (Uncharacterized protein DKFZp686I18188)	CYP3A5 DKFZp686I18188	Homo sapiens (Human)	39
ENSG00000106327	Q9UP52	reviewed	TFR2_HUMAN	Transferrin receptor protein 2 (TfR2)	TFR2	Homo sapiens (Human)	801
